source,target
Mi papá solía decir que el dinero no es todo.,My father used to say that money is not everything.
"Si hablases menos y escuchases más, definitivamente serías capaz de aprender algo.","If you spoke less and listened more, you'd definitely be able to learn something."
Chocaron los dos autos.,The two cars crashed.
Tom encendió su cigarro.,Tom lit his cigar.
Tom está bajo sospecha.,Tom is under suspicion.
Pienso que a lo mejor no tendré suficiente tiempo para comer antes de la reunión.,I'm thinking there may not be enough time for me to eat before the meeting.
Ella trabajaba lado a lado con otros hombres.,She worked side by side with men.
¿Cómo estuvo tu cumpleaños?,How was your birthday?
Todavía están vivos.,They're still alive.
Tom tiene un pie en la tumba.,Tom has one foot in the grave.
"No te preocupes, no estoy enfadado contigo.",Don't worry. I'm not mad at you.
Creo que la policía te ignorará.,I believe the police will ignore you.
No sé quién pintó este cuadro.,I don't know who painted this picture.
¿Cuál es el precio de las uvas?,How much are the grapes?
¿Te gustaría algo de café?,Would you like some coffee?
Comí un poco de pan y un huevo cocido de almuerzo.,I ate some bread and a boiled egg for lunch.
¿De cuánto dinero estamos hablando?,How much money are we talking about?
No quiero quedarme calvo cuando aún soy joven.,I don't want to go bald when I'm still young.
Me encantaría conocer a Tom.,I'd love to meet Tom.
"¿Quién crees que es más joven, Tom o Mary?","Who do you think is younger, Tom or Mary?"
Puedo conseguir a alguien que me cubra.,I can get someone to cover for me.
Estoy muy contento con mi nueva casa.,I'm very pleased with my new house.
Me temo que te perderás.,I am afraid that you will get lost.
Yo te daría la luna si pudiera.,I would give you the moon if I could.
A ellas no les gustan los gatos.,They don't like cats.
No veo parecido alguno.,I don't see any resemblance.
"Es una posibilidad, ¿no?","That's a possibility, isn't it?"
Ella tradujo el libro del japonés al inglés.,She translated the book from Japanese into English.
Me levanto todos los días a las seis.,I get up at six every day.
Hoy tengo un ligero dolor de cabeza.,I have a slight headache today.
Tomás no tiene ese tipo de problema.,Tom has no such problem.
"Él está sordo, pero sabe leer los labios.","He is deaf, but knows how to read lips."
No deberían haberlo hecho sin mi permiso.,You should not have done that without my approval.
Te lo explicaré.,I'll explain it to you.
Estar todo el día sentado no es bueno para ti.,Sitting all day isn't good for you.
Tom y yo no trabajamos juntos.,Tom and I don't work together.
No estoy trabajando.,I am not working.
No hace falta la violencia.,There's no need for violence.
Tom le dijo a Mary que no se riera tan fuerte.,Tom told Mary not to laugh so loudly.
La panadería está al lado de la carnicería.,The bakery is near the butcher shop.
Quiero hacer lo correcto.,I want to do the right thing.
Mary es la nuera de Tom.,Mary is Tom's daughter-in-law.
Él estuvo tres minutos bajo el agua.,He was underwater for three minutes.
Me suplicó que me quedara.,He begged me to stay.
Esto parece ser cierto.,This seems to be true.
Lo barato cuesta caro.,Buy cheap and waste your money.
Tom sabe unos cuantos trucos de magia.,Tom knows a few magic tricks.
Me alegro de tener muchos buenos amigos.,I am happy to have so many good friends.
Quería dar las gracias.,I wanted to say thanks.
Todo lo que tienes que hacer es escribir aquí tu nombre y dirección.,All you have to do is to write your name and address here.
Yo que tú tendría cuidado.,I'd be careful if I were you.
¿Cómo se afilaban los lápices antes de la invención del sacapuntas?,How did people sharpen their pencils before the invention of the pencil sharpener?
La viruela no era conocida por los nativos americanos.,Smallpox was unknown to Native Americans.
Él trabajó de alcalde.,He served as mayor.
"No estás de acuerdo, ¿a que no?","You don't agree, do you?"
Puede que sea importante.,It may be important.
Ella lo instó a estudiar más.,She urged him to study harder.
Le llamé la atención por su falta de respeto.,I reprimanded him for his insolence.
Los precios del trigo han subido durante los últimos seis meses debido a las malas cosechas.,"Because of the poor harvest, wheat prices have gone up in the last six months."
No podemos abandonar a Tom justo cuando necesita nuestra ayuda.,We can't abandon Tom just when he needs our help.
El fuerte debe ayudar al débil.,The strong must help the weak.
¿Hay alguien en este lugar?,Is there anybody here?
Hoy es el cumpleaños de uno de mis amigos.,Today is one of my friends' birthday.
¿De qué se trata este artículo?,What's this article about?
Sí que lo entiendo.,I do understand.
Repetí mi nombre.,I repeated my name.
Quiero escuchar tu historia.,I want to hear your story.
Este es su perro.,This is your dog.
Despeja la mesa.,Clear off the table.
Tom y Mary son amigos desde que eran pequeños.,Tom and Mary have been friends since they were kids.
Esta es tu última oportunidad.,This is your last chance.
Tom oyó que Mary y John habían terminado.,Tom heard that Mary and John had split up.
¿Cómo los mataron?,How were they killed?
Sólo tengo cuatro dedos en mi pie izquierdo.,I only have four toes on my left foot.
Hasta los idiotas te pueden dar buenos consejos.,Even idiots can give good advice.
¿Por qué nadie me advirtió?,Why did no one warn me?
¿Irás conmigo a la tienda?,Will you come with me to the store?
Puedo hacerlo sin tu ayuda.,I can do it without your help.
Yo quería ser libre.,I wanted to be free.
Tom olvidó comprar pasta de dientes.,Tom forgot to buy toothpaste.
Estoy emocionalmente agotado.,I'm emotionally drained.
Merece la pena visitar ese museo.,This museum is worth a visit.
"Por favor, trae la llave maestra.",Please bring the master key.
Estuvo lloviendo cinco días seguidos.,It rained five successive days.
Los ricos no siempre son felices.,The rich are not always happy.
Lo enviaron a combatir.,He was sent into combat.
Él se quitó el abrigo porque hacía calor.,He took the coat off because it was warm.
"Entonces, ¿qué tenemos que hacer?","So, what do we need to do?"
El baloncesto es mi deporte favorito.,My favorite sport is basketball.
No te puedo mentir.,I can't lie to you.
Me gusta mucho la comida francesa.,I like French food very much.
"A decir verdad, no hice mi tarea.","To tell the truth, I didn't do my homework."
Los estudiantes hicieron el trabajo ellos mismos.,The students did the work themselves.
Pueden ponerla ahí.,You can put it there.
Acabo de recibir vuestro mensaje.,I just got your message.
¿Realmente crees que los peces no sienten dolor?,Do you really think fish don't feel pain?
No hagan ruido.,Don't make noise.
¿Por qué no te vienes con nosotros a la fiesta?,Why don't you come along with us to the party?
He hecho unos cambios en mi agenda.,I've made some changes in my schedule.
Él me hizo cantar en el escenario.,He made me sing on the stage.
¿Cuánto tiempo has estado en esta ciudad?,How long did you stay in the city?
Pensé que no querías hablar sobre esto ahora.,I thought you didn't want to talk about this now.
Repentinamente sentí un agudo dolor en mi estómago.,I felt a sharp pain in my stomach all of a sudden.
El tercer nombre en la lista era Tom.,The third name on the list was Tom.
Lo has dicho tú mismo.,You said it yourself.
No quiero hacer ninguna otra cosa.,I don't want to do anything else.
Creo que has hecho tu punto.,I think you've made your point.
No lo superaremos nunca.,We'll never get through this.
"Alguna vez, los dinosaurios dominaban la Tierra.",Dinosaurs once ruled the earth.
Los elefantes son los animales terrestres más grandes del mundo.,Elephants are the world's largest land animals.
Hoy me siento peor que ayer.,I feel worse today than I did yesterday.
Quiero ver a mi hermano.,I want to see my brother.
¿Cómo de grande es su familia?,How large is your family?
¿Cómo consolar a una mujer que acaba de perder a su único hijo?,How do you console a woman who has just lost her only child?
Pasado mañana es el cumpleaños de Tom.,The day after tomorrow is Tom's birthday.
¿A quién le vas a dar estos libros?,Who are you going to give these books to?
Tomás siempre deja todo para último momento.,Tom always leaves everything to the last minute.
¿Quieres ir a algún otro lugar?,Do you want to go someplace else?
Lo que necesito es otra taza de café.,What I need is another cup of coffee.
Los científicos fácilmente pueden calcular la distancia entre planetas.,Scientists can easily compute the distance between planets.
"Tu nombre es Tom, ¿verdad?","Your name is Tom, right?"
Ese no es Tom.,That's not Tom.
Tom me preguntó si acaso había encontrado las llaves.,Tom asked me if I had found the keys.
"Tom apuntó a una de las fotos y dijo: ""¿Quién es ese?""","Tom pointed to one of the pictures and said, ""Who's that?"""
Tom fue adoptado.,Tom was adopted.
Te dije que no se lo dijeras a nadie.,I told you not to tell anyone.
No lo sé exactamente todavía.,I don't know for certain yet.
Ellos te traicionaron.,They betrayed you.
Tom perdió más de cien libras.,Tom lost more than a hundred pounds.
Tomás solo habla francés con sus padres.,Tom only speaks French with his parents.
Participé de la discusión.,I took part in the discussion.
¿Has traducido un libro alguna vez?,Have you ever translated a book?
Tom ya no es mi amigo.,Tom is no longer my friend.
Ella rechazó mi propuesta.,She rejected my proposal.
Tom tuvo problemas para resolver la situación.,Tom had trouble resolving the situation.
Ese policía prometió investigar el asunto.,That policeman promised to look into the matter.
Esa manzana no es roja.,That apple isn't red.
Me sé multitud de canciones.,I know lots of songs.
Voy a echarme la siesta.,I'm going to take a nap.
¿Puedo hablar con el profesor?,May I speak with the teacher?
¿Eso se hubiera hecho mejor?,Would that have made it better?
Tom cree que María es su mejor amiga.,Tom believes that Mary is his best friend.
¿Por qué me odia todo el mundo?,Why does everyone hate me?
Tom encontró un buen trabajo cerca de su casa.,Tom found a good job near his house.
Ni siquiera me sabía su nombre.,I didn't even know his name.
Ella está viajando alrededor del mundo.,She is traveling around the world.
No he perdido el juicio.,I haven't lost my mind.
Ella dividió la torta en cinco porciones.,She divided the cake into five pieces.
¿Por qué estabas enfadado conmigo?,Why were you angry with me?
